path	git_blob	sha256	provenance	review_status	finding
backend/src/integration/__tests__/accounts.integration.test.ts	065745d413c8995169c43bad23c8cbecb3a031c7	800334c20bf20de9711f43009062a349a8d76258d4a8cec4d439e13b5c7d17d9	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/accountsRoleAuthz.integration.test.ts	39d65e82559e6599b482464f7186af6777dd9ac8	ffc7b2eefa74668ccc64f12eece470807ecfc5641947a2bda341ad738f4ae3f2	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/assigneeConcurrency.integration.test.ts	f6c7a2a1c4a3760933181d865e023da46830ad78	8c250165ed5ac1987356321589843c6ac79c262259926b4aafc676679ac36942	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/auth.integration.test.ts	b9dae845aeff860a318598925d7d308fef863418	166b84ea5b20db5d69d95e266bddc3356159fe198ff8e9157b664541aa845756	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/boardArbitrationProjection.integration.test.ts	8379f110b27604092a7d3ed92e739ff024502447	68e23d4be9a555a6777de12c750ee3ecd4ffae3b6d15116c2ccb9442ebcd36fa	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/boardSessionMigration.integration.test.ts	bc58d6fcc957a164a0620e318400914f96b62336	fccba0fdf67268181c8f8dd4b140170ebadae7ef20cf8b1003781fa21e0c6f4e	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/boardSessionSettings.integration.test.ts	3b645b383e4c9245b28f6cf5663dd418fb263eb8	7140d68ecb39ee7ebf3e1e97eba2501e3b859ee8086ff5606ab0fce1e7932e2f	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/boardWaitingReasonProjection.integration.test.ts	a7b5fecdf0c53124086e025dc20a13edcab70530	445293df13215e229f5572ee3071fdfe509f617871b72260796f561a06087d1c	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/cancellationArbitration.integration.test.ts	49dbcfe9f0adbad36be066eaa643f94b03ec146d	e3f25045c19b09417dfe513bcc7a32a448a00488e19c8db0209677ea949f2297	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/correctionArbitration.integration.test.ts	90ae38403a8b63fb8e3c643b25db94ae2cf327a4	be687e569a91f6056ca737095b353881ac9e467c88933eb14cb6c2e48bde8818	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/explicitFollow.integration.test.ts	fe4b6a960ed1f01bb881192eafdea2a4a2653813	1611ecd0e25783265553f2c407626823da51ea8678021996d0e9c1af2385c63c	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/lines.integration.test.ts	14cb4f2d9c1cffe3f392cc781686531ca9b69084	0950b5df2c01b619b519e07ccda219d96cc16e2485cb1fafdc5f8321ee5936e6	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/notificationOutbox.integration.test.ts	2348f5b907d25b6969ce9763c3ba18bacc393dc8	7f1acd352aa21fc4037696e549b8d7d070e779ce6fcb3558837362418eab8b51	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/notificationOutboxWorker.integration.test.ts	1c7cef06045c6d457677bd9bbc04d2a66d3278fc	7fbff09537be4b7def597292b78a71a845e34a2d4b321875a0e273aa4512a670	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/waitingReasonMigration.integration.test.ts	628d8a085b30bd1d15db4c2e32afbc7e1fef4f2a	bdd3f409c9e1e6d2d67226d4419c4c7ba41c49977bcfb16d1dddb5267221b280	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/waitingReasonUpgrade048to050.integration.test.ts	85b339af49f3ec5cc5ebd49c79187432bfd55a6f	b7cedd3bc4943de8747acd86fbbe246bc72704334d5a7972dc6263981d67c3dd	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/workshop.integration.test.ts	43e21c035741a8d2904c5679a8f2503c26fcdeb9	4e214aff591f86d48375290d5b915d7c6f26afd1045787d6e1ad2f3a2734d560	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/workshopAnalytics.integration.test.ts	8f50120014b23c5ee7aa0d006b4ea54eb435ec90	d019d6f23ee6a403c6b294e22834ac8e97823df93a5d9ee08541eea12c1a24f1	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/workshopAuthMiddleware.integration.test.ts	a28931b0818e31c1d006b3c7a97d9169d01e8909	95ef10c888a431f2bc2a5aa42d34dd32be825e10cd8c123b89c6bb214dec4e62	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/workshopDashboardFollowed.integration.test.ts	01bebd5dbd3d90b925d9261a263b6d2b02abe721	4302eb80c144f140b660c6e8c1057dc08073bb05006839ed07c17744126f5d21	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/workshopJournal.integration.test.ts	a3163e0b2f372bc2ad740d65b157155b312c52ac	e77964bc3e4b97396e27cf2d7501634df3050ded1f67a5f377236c6977b4f8ca	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/__tests__/workshopWorkspacePagination.integration.test.ts	079c7214e1c9febe21c091713646c562a01a1ba5	84c7623910e72a4637827b6aacf98c108a47c0b6294ae51524d8bd61b454650e	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/integration/helpers/adminFixture.ts	bb49422b980295b750c5158c619c0f213f81d529	67cdabb708afe7bc226ead78e93c50268e815e2866db097d1058681fbaa00aed	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/logger.ts	0afadd17ecfe268b2b85667bb58cc397fcc4bb9c	5683aad6130b97172e57e7f9278bcf211bfb92fe561cc2453474bbf68063e13b	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/middlewares/__tests__/apiErrors.test.ts	9a0e90e8013b0d23a5729fa2de8a5f9618581e03	b386dd73c9e6e85a367b62c9d142b48f201c73bdc262081569ffc9ab55627391	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/middlewares/__tests__/csrfProtection.test.ts	4f45dca43e4d142ef8ab2950c81ba4bf47f74e4b	7d5a2c79e9e4444af3e2a6fb68e1f1f2ff92d3430a326be4d99741a35411ca85	TERMINAL_DELTA_1A14581_REREVIEWED	FIXED	RC5-AUD-01{state=FIXED;commits=8181b7835d8fd38b01913ed0accc9e1b85a20276;red=docs/rc5-final-incremental-audit.md#rc5-aud-01;green=docs/rc5-final-incremental-audit.md#rc5-aud-01;permanent_tests=backend/src/config/__tests__/production.test.ts+backend/src/middlewares/__tests__/csrfProtection.test.ts+scripts/test-preflight.sh+frontend/e2e/security-contracts.spec.ts;residual_local_risk=NONE}
backend/src/middlewares/__tests__/loginRateLimit.test.ts	6639cc64a4d98a03457987cecd3915ab18826831	81093bb875e71d70ff0b4e8fb64981a90b6a0c3a40aff53a70d39d667f8e6465	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/middlewares/__tests__/securityHeaders.test.ts	254f945806c457179448bb709d1af4a01ef506d1	59f9d8510b8785e0fa1d365d21d8cc25d2ce41f2acc38eef177b87f7cee0480e	MODIFIED_SINCE_29DB4D1	REVIEWED_INCREMENTAL	-
backend/src/middlewares/adminAuth.ts	fd31d6ba615bac8a891a1b68a7c0accb1aefe94c	678e420792a2379df10ec0496db42068fa8da6c123e511e53cc6ac5835372706	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/middlewares/apiErrors.ts	e00f396b0dca8c88bb1bedf14efc5b6dc433c3ef	58fc881c6ac4176316bbcc407ca942dcc66e9a07301ab92119f68abaf20f48e8	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/middlewares/csrfProtection.ts	32e1b190b5e1f916b3a03de9fd5903f2aaf88d9c	499b7bd786c26fd48788c099383e72ea9bf7872a08643ef7791fd820323d164a	TERMINAL_DELTA_1A14581_REREVIEWED	FIXED	RC5-AUD-01{state=FIXED;commits=8181b7835d8fd38b01913ed0accc9e1b85a20276;red=docs/rc5-final-incremental-audit.md#rc5-aud-01;green=docs/rc5-final-incremental-audit.md#rc5-aud-01;permanent_tests=backend/src/config/__tests__/production.test.ts+backend/src/middlewares/__tests__/csrfProtection.test.ts+scripts/test-preflight.sh+frontend/e2e/security-contracts.spec.ts;residual_local_risk=NONE}
backend/src/middlewares/loginRateLimit.ts	30d0acceca98542252559cd229e4bf5747f54157	b1f164c042ad0272c5e1e2eb0a50c8606f245f7d4eac8afc1ca7bad863040490	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/middlewares/securityHeaderPolicy.ts	723636e29a77967a08f2686565981874e66b2297	b9df53915063d4d420be93b71606d165d2f9f24267074df8f130f9e34acd51c4	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/middlewares/securityHeaders.ts	5f10de094c44b8e8fedd3bf5134d61fa666565a8	e2cb37dc9b056ed09b3681f718c2fbe946da1d9075ee8685c533bbedf6464c9d	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/middlewares/workshopAuth.ts	2fa20007ef382861491d1dc59228ad7f16af94e6	c7c4f07e76531884c8bd29792352b461e8422d18c2b7a87e74bcf0801648fcbd	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/accounts/__tests__/accounts.repository.test.ts	f736df3f9d0810b2c3111d894c46ca59d8c1889a	bacfe6a6aa2e713da0c0ebd2ec7e67061a64e9246c40d6baf7be1d2cb73a2721	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/accounts/__tests__/accounts.service.test.ts	eff353f5f2b429523af04bbdf14c4d3f9745d9d6	0b8d274fee78bcb4e098ebda4ae4ac20645d538e1cfa437c5e0c46940b2fb3ff	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/accounts/__tests__/accounts.validation.test.ts	e101b2faad340a7dd1eca228ae0a7024987eaafd	b4d068d705ecf0f0d749b52fbcc35e207ca8849bdf05e694be959956623cfc20	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/accounts/accounts.controller.ts	c3afa84b021646442edd95e1ce5eedd5fcca9e2c	475acb4f5c475d6a5520f01e357b7a75011126a73d13eaba06acad1e0221c89d	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/accounts/accounts.events.ts	80fe34af938b3aa6dedf2178e0cabf5031ef25b1	bc4f94fc65afc90b931abd14d5696d67f9955685e93029b45271383f194d3cc7	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/accounts/accounts.repository.ts	37931b83b2f8e0749fcc90c10c91e7a9adc47a49	ac8ef81afc0a28ec7aefe8fb6be1afde4e381bf12958bbb3c652391cab4be127	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/accounts/accounts.routes.ts	23c296233ae99f6a924a12ac4573074c8396f044	7cc982a5e5a35d9c3adb13650aa841c577d4ce682352d25c879f0689f6398acc	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/accounts/accounts.service.ts	900a4207c82daebb6a5c1999ffb96d800b850ae2	9925067af64d3842651548b487a54951ce8754375c480ce0479b7c66e9a302a5	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/accounts/accounts.validation.ts	fd5e00bc0642a442e8bd2a2db914ce10135aebb9	aa7a4faae9554d5f404349569a4b9d9477db66e475e6435e473ac8d537c1432a	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/admin/__tests__/admin.controller.input-validation.test.ts	0d64ea102768702bd4dac3fc80e8f1e33539e70f	417ec6fa500dbe9418eeb9bcacd396fd2a988243574600af4f534af7c6f2c68d	ADDED_SINCE_29DB4D1	REVIEWED_INCREMENTAL	-
backend/src/modules/admin/__tests__/admin.service.test.ts	f5c747a38f35574cca0f3f71f774d0bed4553e40	fdd79bb5c51c8af0cc881899fb07e2cb275990c1c8fe76efc08ad58db4187780	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/admin/admin.controller.ts	ea5dd8ef7c653a1ecad851bbbb7e0e4ce6ee08ab	0b92c2cea618bd771ef4dfeffa1898e6684e0d89efc95e1c86290d813cb660d7	MODIFIED_SINCE_29DB4D1	REVIEWED_INCREMENTAL	-
backend/src/modules/admin/admin.repository.ts	0071d1ce2282e4a5c4040137c1d0c6737dc3347c	902c1c681a0fffe25ea582ee36b3a33c15c8de7ae6e533b91d9efff74c74d151	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/admin/admin.routes.ts	51713dd469328cf0fc7c886c2d5c344bd2f88a8c	772bae84b5e237915e5e9cb740001e8ec349b60dac787509b43f4a9836fea32c	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/admin/admin.service.ts	005f2ea832a51e7e2e51b968682cf7c7c24d35f4	9b979cc0ab82f9d450d9589c976adb484c1da2210d00a69d4f0fa4fb1a333afe	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/admin/admin.validation.ts	02db5c042990bb16992cfce0b99c4b4580ad7a92	4cd589fcc7d3738d4caf0de6f1fe0c20336408273fdb09d175695ee158da5603	ADDED_SINCE_29DB4D1	REVIEWED_INCREMENTAL	-
backend/src/modules/adminAudit/adminAudit.events.ts	463e6ce60f4cd6f5f363648ca81921438b6bd844	a1b71cb1c32b5dc4aed24021ea80c6244235f3ccbe98566c82ae898da4784857	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminCredentials/adminCredentials.repository.ts	20cb7218033dfad42a286132b7d408e604c187ca	4fcb622a9110386d332e472653b648739ed524065ff55302710f52f5ae59a295	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminSecurity/__tests__/adminReauthentication.http.test.ts	1614f7e5883c2a633daa5ce20cb62309c85bdfc6	749f869555e1228f6418764954899a91a694199b3daebdd8e6f717b92a016922	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminSecurity/__tests__/adminReauthentication.service.test.ts	84eb9e922cc0c428ab39d5f32952374902d7c479	30ee52a1a9b5aa7fc6084dee59386cf1cb26f26f32bd2c11b305d24dce5786c2	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminSecurity/adminReauthentication.http.ts	973950bd477ed00787ab7bd9fc4da19ee9f9f837	a01666a611f10d08a69f468b3323de302a5ee38e03ea9151b109721c8a2437f8	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminSecurity/adminReauthentication.service.ts	0c4fe22664624326c22c532400e6a524a412fb70	222f22efb629b6e34463cadd23a5130365308a50ab35b20e2866cb69dcbac567	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminSecurity/adminSecurity.controller.ts	2d6e472e6242630312fa2793f0f7df10d9da5c81	4bcc984eb695239780caed9b4333501a34996d2867a8b34fc88394583e4d85dd	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminSecurity/adminSecurity.routes.ts	1f0b23ba59414b76be8850c6d2220034b08f41bb	f088e0a4a8a4af8a719c6ce5af11e1e8d95ae61e947cbcfcdfeed0c5ab92b12a	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminSettings/__tests__/adminSettings.boardSession.test.ts	11916282bda71db12b16a38e55df652f9db6926e	7d8cd62291f4cecac13f24d7d7d0f370351d0fb7ed0a3821cf218ab65bc9d19d	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminSettings/__tests__/adminSettings.controller.errors.test.ts	95657652d0ad077f506c6162e4a05c59aeedc07f	33214e2fea2c8fa20b5324be90dcb6cd06696176e1bd7ec0543b7339f46d0be7	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminSettings/adminSettings.controller.ts	b420b63c11440b2c6e90735da10646a95f78d2ae	ee86692e8c26ab24277b87e9a0186739eaec3e848f1b304f00d310b4fedbd09e	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/adminSettings/adminSettings.routes.ts	fa8a33c1c2aeabed260de7091b8f1aca2b35e861	e501d68f965093d9daba2cd286b4055e7604c72bc402656672c2cccce9def8a7	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/auth/__tests__/auth.validation.test.ts	485b2f54fadac75b8805bac1c44504d112a1ab17	5a115482f6b74eb8863178f8076c1ab36a1d9b377ed8cce312f9bf326f3ddb03	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/auth/auth.controller.ts	2d05aca615330030612c099fa4f170d88d5a8a61	3fb52c641b92cb12a7d6dc715506e7f99ba833c215e0c7271425b6b7e9e66a72	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/auth/auth.routes.ts	571626a2f72232a3dcf705829d471a234ec1d2a3	bbbc8349819c7f4d1cf2436d1383b4fb21ed04954cb3186adfafbad0b8641fa0	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/auth/auth.service.ts	397fc722b2ee0e33507b534c03235da9269dcdd4	2cd12b7752448aaf31d24d5aa79f724b9076e14499af275639b164f5c4c27f62	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/auth/auth.validation.ts	0fd081ee105e534c68a6efb04d0dc6e5a2c0a5a2	a2ef9918b9a1ae2a3cd7b2c51e503c970bc9224cbee626194350197b519bb8b5	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/board/__tests__/board.auth.test.ts	50553fd9ea3acfde42fab58c7a6eb89dcea3e292	455590ef96f6d2cf4ac76b27cd1cd95d4c42c7c4db508cddc15e29a8900e6e29	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/board/board.auth.ts	0e35fd6729df3c3bbfd93cdf04b194a347e6030d	e393a0c86e95b829954efb77012e548e07b03237905ade6e92321daddc019696	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/lines/__tests__/lines.controller.input-validation.test.ts	d067469873578c69b0d0ea5792ed08afa3ef2a27	bbb498327f731fa556d1c8f4680beb5e4f9229401a59d9eb89ee481c807bd47e	ADDED_SINCE_29DB4D1	REVIEWED_INCREMENTAL	-
backend/src/modules/lines/__tests__/lines.events.test.ts	ada95c2eb7ae0de50b8227d563dc028ff3ae890b	c19f608762cc0b0580fccf01768a2eec60de1e840c1d9ffa850df5418d3a335f	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/lines/__tests__/lines.policy.test.ts	3485cad13983feb732d8a2db03255b2d961179f6	830b31d38e3a1a39efde7f77f07449f0692ad1e18c614d771bbab437dc82f944	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/lines/__tests__/lines.service.test.ts	6a14e5e8b24a45d32746aef4012205486ac75527	676946611bddb84872276087ba85f7758c09d3ab5edc5f69669a34c26a2596fd	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/lines/__tests__/lines.validation.test.ts	0c3576b23803dab7866baeb9af6bcbf735dfc921	b04795511d5697bebddf3c9e5c62cfbda81e20f24e75a7db67d2832d71a35c5d	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/lines/lines.controller.ts	4617fc83472c6f32c14cb488f6f3cd8f97b9eb02	285c429c1b774bca9444e81f57a2cd5e1a86c185a09684c8480708a6d9f56912	MODIFIED_SINCE_29DB4D1	REVIEWED_INCREMENTAL	-
backend/src/modules/lines/lines.events.ts	b85f0553bdc60d152392c20ac29444502d0be608	4b026e3ddd05dc50da4a76edca08d57ca7733d7e43a5138e0a85e6064e92d349	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/lines/lines.policy.ts	36f3745452858b9a85273eb4bc5181fd88332804	fb3e461e55743d76f2882f46ac0c181d72470af9758445cde03d021b394b2b19	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/lines/lines.repository.ts	1abcd3dd56648069283fd380fb5c85f29d083100	2354066dad5bad07701b7ae196231d5e0ad980aa26536f712737e9cb388a7834	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/lines/lines.routes.ts	9407d832447dd8625b0941503fd79cda46ecfd25	3993330facbb1c93c68f7db16de6701cd0b7f285b3bd69e874b51cc4475fda9c	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/lines/lines.service.ts	fb422465c0c7d9d94883273162bdeec3f71a405b	e045ba3a63600a7f1833d8debff9748b8ac0cbaa6416ba037d2b3a9aba63799f	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/lines/lines.validation.ts	7c07033317f3ade9ca8fd287fa9df85a9acbc19e	b95cafa17d003db83ad9ce67ed8700050808b0ca9032d591cb9d8a2b81d507ec	MODIFIED_SINCE_29DB4D1	REVIEWED_INCREMENTAL	-
backend/src/modules/notifications/__tests__/notificationOutbox.worker.test.ts	3b9a244eec03bac646194139287f81bf08392380	667be466b129e33d0e62eaeb07a31f43ddf0c49dbe4834270b640b4834d20fe0	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/notifications/__tests__/notifications.service.test.ts	e933a1a4970f95527ebef0a684c7654a7720e75b	0c7cc9c058370bc0b1551499746ee641318f7080eefcaf981f2aa4eb16c78c05	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/notifications/__tests__/templates.test.ts	c73e31d94c378e563adf1a327f55130fd5751cb9	b41ebe0b5f54f2de590f7020db1ab2f210d21f0b75198569b530b41c23d3ea97	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/notifications/mailer.ts	32ff2bb1b7ee1418f202ecacbe4b23ad69f46f45	f9056a77b247d30c51582b48c7683dcb2fd92b2d3c4e6c5f4f257718ad3a7137	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/notifications/notificationOutbox.repository.ts	99b83a06086aeb6921d35dea5002d76c45c93574	c2b13048999486c768e07f29202667ec3ea72a080eb6100b56b2f1f9258003ad	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/notifications/notificationOutbox.worker.ts	864cbccbbb2277b2a5d8b277ca7c34fa9f9c79c6	92c132bce960f458a8514eb77caf8a9dab8c9f40f3b9020d1ab94b507ebcfb4a	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/notifications/notifications.service.ts	6dd01961c6f638c8bedb3ffaac32d08ecebc981c	5dd8d56bca18d2eb06930ed5ef7842e6d588e7d8eed230bb824fce79ae3fcac1	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/notifications/templates/admin-password-reset-requested.ts	7a103f6fdc1ee52ebb9dd59ca83eaa162bf95307	bb79d7a4afc1d2a04fcf81b69f5aac5e130e4299ed011be18be1595aacbc422d	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/notifications/templates/incident-update.ts	3761662ef8504ace73ac89bbcc1d9fed6438e810	f934c985a1f03df38f63db66244b828c44d84af545204932fb333025658d8123	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/notifications/templates/layout.ts	f88802480a843776978aa7c9adbfc40c79d20348	78a3d9e5764092f92474900508f00c3078035434ba361e01a4c236d0aad6ccb5	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/notifications/templates/responsable-action-required.ts	b6c95f22165f8a638c0a531855ea28e3721e3954	4b45cf4eec61b20e6c93ef8b0a4eb7fe2d8b2cc37634f721706f56d9a5779200	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/passwordReset/__tests__/passwordReset.service.test.ts	b8e93e3327127fe72e611bafcae150638a08530e	75b404130f3e3eb8fa3a178d66bc0ddf4475c2ca03e31214404163b34dfda55b	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/passwordReset/passwordReset.controller.ts	6a4518326da94f1297228559230a425782679ae4	c345fafbe24221647e60748b8078e89a049c6a93b71834dc62ad1c97fa71f457	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/passwordReset/passwordReset.repository.ts	fe1d80807d7ddebe01ff1adcd29d5b410d8b5658	be09606d42a588b8a034dcd7c3a93ac2e631b9a98239f1764eb177c611c49093	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/passwordReset/passwordReset.routes.ts	9baba837459c8deb8356f28b1da29eebe97c1fe4	9d6379bf243db0a9abd2ead8990cd36eb7d54318a9abf31d19a55e8a331d1580	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/passwordReset/passwordReset.service.ts	31012dcf7c7857f976248b87c160020c10fbdfc6	07d9ff0a90388fec10d77e2e71ce5f4e51f94f8b9cb243df919730c83019d132	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/support/__tests__/support.service.test.ts	575310a686316e9c2a2383341b8704d9916de307	1f1aab83e492b055b21d8686e6d16cddc56e87e352f2fc791d2c1c19ff5cf293	MODIFIED_SINCE_29DB4D1	REVIEWED_INCREMENTAL	-
backend/src/modules/support/__tests__/support.validation.test.ts	195a65197a6c77a9e4492ee10c7023dd1e5d2d74	51b72f3a9e5e95ffacd9e6bcd2a27c36d997ad9c4d37aba854b8434478db3438	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/support/support.controller.ts	91d69fb94dadc8872c86adb91979429a73ea5490	c8f8f53dce6ef67a4c589b25b10f7c37a8f4217a4de8eb2129d471ad4e2348c5	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/support/support.routes.ts	340e45142d3ab92117de7c133695808dc9a7fcbb	843b178516cb47ac88cf86c9d22a392a801d63bf0177500cf26a2886bedae43f	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/support/support.service.ts	054f23ec472ea3190bfc8feb0c7744e3b3e0f6b7	0bc9b4d863117793cb8a73fc51cf4f4c62ae94747084e0c030b059a7a5243336	MODIFIED_SINCE_29DB4D1	REVIEWED_INCREMENTAL	-
backend/src/modules/support/support.validation.ts	14e10662d0f5c76bed392b91f7ddd75599ae2d64	b7fc68b75f48581e5ce08a0143207db86278ee3f8caaec0cc95325d043dc7c80	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
backend/src/modules/workshop/__tests__/correctionEvents.test.ts	92859440222ff6508583a9b128d7e3a7ae2fe9f6	d5c1294e8238eb44f1ea03db5da5af092ddff0c0599c1ada8b3cf379d4d7d7f7	INHERITED_29DB4D1_HASH_IDENTICAL	REVIEWED	-
